Video ID	Title	Practice ID	Practice Name	Level 1	Level 2	Level 3	Level 4	Level 5
10000000000165	 'Seed Dril (Orai Karne Ka Mashine)'	10000000000003	 'Potato sowing_jiblong'	Seed Sowing			Mechanical	
10000000000085	 'Sowing of Red Spinach'	10000000000003	 'Potato sowing_jiblong'	Seed Sowing				Red Spinach
10000000000221	 'Chilli Nursery Bed_Karanjia_Oriya'	10000000000003	 'Potato sowing_jiblong'	Nursery Bed Preparation and Seed Sowing				Chilli (Mirch)
10000000000131	 'Potato Sowing_ho_lonzo_jan'2010'	10000000000003	 'Potato sowing_jiblong'	Seed Sowing				Potato
10000000000017	 'Potato sowing'	10000000000003	 'Potato sowing_jiblong'	Seed Sowing				Potato
10000000000033	 'Fertilizer application in pea'	10000000000006	 'cabbage intercultural_tati_mundari'	Nutrient Management	Fertilizer Application			Pea
10000000000044	 'Brinjal Earthing up'	10000000000006	 'cabbage intercultural_tati_mundari'	Interculture	Earthing-up			Brinjal
10000000000048	 'Cauliflower earthing up'	10000000000006	 'cabbage intercultural_tati_mundari'	Interculture	Earthing-up			Cauliflower (Phool Gobhi)
10000000000093	 'Mango orchard Activities 1_Gufu_sadari'	10000000000006	 'cabbage intercultural_tati_mundari'	Orchard	Management			Mango
10000000000138	 'Cauliflower fertilizer application_oriya_bisipur'	10000000000006	 'cabbage intercultural_tati_mundari'	Nutrient Management	Fertilizer Application			Cauliflower (Phool Gobhi)
10000000000084	 'Fertilizer application in Tomato after 25 days of transplantation'	10000000000006	 'cabbage intercultural_tati_mundari'	Nutrient Management	Fertilizer Application			Tomato
10000000000215	 'Earthing up and fertilizer application in French Bean_lauria'	10000000000006	 'cabbage intercultural_tati_mundari'	Interculture	Earthing-up and Fertilizer Application			French Bean
10000000000220	 'Bhindi Earthing Up_Karanjia_Oriya'	10000000000006	 'cabbage intercultural_tati_mundari'	Interculture	Earthing-up			Lady's Finger
10000000000229	 'Intercultural Operation in Cabbage_ho_udaipur_Nov'2010'	10000000000006	 'cabbage intercultural_tati_mundari'	Interculture				Cabbage (Patta Gobhi)
10000000000224	 'Cabbage Earthing Up_Karanjia_Oriya'	10000000000006	 'cabbage intercultural_tati_mundari'	Interculture	Earthing-up			Cabbage (Patta Gobhi)
10000000000015	 'cabbage intercultural_tati_mundari'	10000000000006	 'cabbage intercultural_tati_mundari'	Interculture				Cabbage (Patta Gobhi)
10000000000027	 'Radish Nursery Bed'	10000000000008	 'cauliflower nursery_jiblong'	Nursery Bed Preparation and Seed Sowing				Radish
10000000000083	 'Seedling growing of BItter Gourd in polythene bag'	10000000000008	 'cauliflower nursery_jiblong'	Seed Sowing				Bitter Gourd (Karela)
10000000000082	 'Seedling growing of bottle gourd in polythene bag'	10000000000008	 'cauliflower nursery_jiblong'	Seed Sowing				Bottle Gourd (Lauki)
10000000000223	 'Poi Nursery Bed_Karanjia_Oriya'	10000000000008	 'cauliflower nursery_jiblong'	Nursery Bed Preparation and Seed Sowing				Chinese Spinach
10000000000090	 'Seedbed preparation and sowing of onion seed'	10000000000008	 'cauliflower nursery_jiblong'	Nursery Bed Preparation and Seed Sowing				Onion
10000000000019	 'cauliflower nursery'	10000000000008	 'cauliflower nursery_jiblong'	Nursery Bed Preparation and Seed Sowing				Cauliflower (Phool Gobhi)
10000000000020	 'cabbage transplantation'	10000000000009	 'Cabbage Transplantation_Tati'	Transplantation				Cabbage (Patta Gobhi)
10000000000135	 'Onion transplanting'	10000000000009	 'Cabbage Transplantation_Tati'	Transplantation				Onion
10000000000214	 'Transplantation of methi seedling in main field'	10000000000009	 'Cabbage Transplantation_Tati'	Transplantation				Fenugreek (Methi)
10000000000227	 'Tomato seedling transplantation'	10000000000009	 'Cabbage Transplantation_Tati'	Transplantation				Tomato
10000000000038	 'Transplanting of chilli'	10000000000009	 'Cabbage Transplantation_Tati'	Transplantation				Chilli (Mirch)
10000000000050	 'Transplantation of Onion Seedling'	10000000000009	 'Cabbage Transplantation_Tati'	Transplantation				Onion
10000000000023	 '7 days duck feed and treatment_ho'	10000000000010	 'Duck care and treatment'	Care and Treatment				Duck
10000000000022	 '7 days duck feed and treatment_oriya'	10000000000010	 'Duck care and treatment'	Care and Treatment				Duck
10000000000031	 '20 days duck feed and treatment_ho'	10000000000010	 'Duck care and treatment'	Care and Treatment				Duck
10000000000030	 '20 days duck feed and treatment_oriya'	10000000000010	 'Duck care and treatment'	Care and Treatment				Duck
10000000019210	 'Duck rearing'	10000000000010	 'Duck care and treatment'	Duckery (Batak Paalan)	Rearing			
10000000019413	 'Duck food and care'	10000000000010	 'Duck care and treatment'	Feed and Care				Duck
10000000000024	 'Brinjal Insecticidal treatment'	10000000000011	 'Insecticidal treatment'	Plant Protection	Pesticide Application			Brinjal
10000000000046	 'Pea spray'	10000000000011	 'Insecticidal treatment'	Plant Protection	Pesticide Application			Pea
10000000000137	 'Cauliflower Insecticidal Treatment_oriya_bisipur'	10000000000011	 'Insecticidal treatment'	Plant Protection	Pesticide Application			Cauliflower (Phool Gobhi)
10000000000218	 'Brinjal Insecticidal Spray_Jashipur'	10000000000011	 'Insecticidal treatment'	Plant Protection	Pesticide Application			Brinjal
10000000000037	 'Application of Jeevamrutha'	10000000000011	 'Insecticidal treatment'	Plant Protection	Liquid Compost Application		Biological	
10000000000395	 'Nursery treatment in paddy'	10000000000011	 'Insecticidal treatment'	Nursery Bed Preparation	Treatment			Paddy
10000000000032	 'Feeding of fish'	10000000000012	 'Pisciculture'	Pisciculture	Feeding			
10000000000248	 'Fish Release in Pond_Karanjia_Oriya'	10000000000012	 'Pisciculture'	Pisciculture				
10000000000226	 'Amrutpani_Karanjia_Oriya'	10000000000013	 'KK - Jeevamrutha'	Nutrient Management	Liquid Compost Preparation			
10000000000285	 'Jeevamruta'	10000000000013	 'KK - Jeevamrutha'	Nutrient Management	Liquid Compost Preparation			
10000000000106	 'Jeevamruta'	10000000000013	 'KK - Jeevamrutha'	Nutrient Management	Liquid Compost Preparation			
10000000000369	 'Preparation of Jeevamrutha_Subansai_Oriya_June'2010'	10000000000013	 'KK - Jeevamrutha'	Nutrient Management	Liquid Compost Preparation			
10000000000058	 'Jeevamruta older version'	10000000000014	 'Application of Jeevamrutha'	Nutrient Management	Liquid Compost Preparation			
10000000000279	 'Pea sowing'	10000000000015	 'Pea sowing'	Seed Sowing				Pea
10000000019274	 'Pea sowing_Sadri_Diyakel'	10000000000015	 'Pea sowing'	Seed Sowing				Pea
10000000000254	 'Tomato seedling transplantation_ho_lauria_Dec'2009'	10000000000017	 'Tomato transplanting'	Transplantation				Tomato
10000000000406	 'Tomato transplantation_sadari_B.Navatoli'	10000000000017	 'Tomato transplanting'	Transplantation				Tomato
10000000000412	 'Tomato transplantation'	10000000000017	 'Tomato transplanting'	Transplantation				Tomato
10000000000195	 'Transplantation of Tomato seedling'	10000000000017	 'Tomato transplanting'	Transplantation				Tomato
10000000000446	 'Transplantation of Tomato seedling_ho_Lauria_Aug'2010'	10000000000017	 'Tomato transplanting'	Transplantation				Tomato
10000000019236	 'Pada Jami re Tomato Rua'	10000000000017	 'Tomato transplanting'	Transplantation				Tomato
10000000019140	 'Tomato transplanting'	10000000000017	 'Tomato transplanting'	Transplantation				Tomato
24000003236	 'Tomato Transplantation in Main Field '	10000000000017	 'Tomato transplanting'	Transplantation				Tomato
10000000019252	 'Arhar seed treatment with rizobium'	10000000000018	 'Arhar sowing'	Seed Treatment			Biological	Red Gram
10000000000169	 'Sowing Tomato Seeds (Tamatar Ki Ropai)'	10000000000019	 'Tomato sowing'	Seed Sowing				Tomato
10000000000234	 'Tomato Sowing_Karanjia_Oriya'	10000000000019	 'Tomato sowing'	Seed Sowing				Tomato
10000000000405	 'Tomato nursery _mundari_Pakna'	10000000000019	 'Tomato sowing'	Nursery Bed Preparation and Seed Sowing				Tomato
10000000019462	 'Tomato Cultivation'	10000000000019	 'Tomato sowing'	Farming				Tomato
10000000000079	 'Paddy yield comparisison between SRI and traditional method'	10000000000021	 'Yield comparision'	Post Harvest Management	Yield Comparison			Paddy (SRI)
10000000000062	 'Dry fodder preservation'	10000000000022	 'KK - Fodder preservation'	Post Harvest Management	Preservation			Dry Fodder
10000000000057	 'Bio gas'	10000000000023	 'Eco friendly resource'	Alternate Source of Energy	Bio Gas			
10000000000068	 'Amruta balli'	10000000000026	 'Herbal medicine'	Health and Hygiene	Medicinal Preparation		Herbal	
10000000000088	 'Preparation of Handi kath'	10000000000026	 'Herbal medicine'	Nutrient Management	Liquid Compost Preparation			
10000000000067	 'Adusoge khashaya'	10000000000026	 'Herbal medicine'	Health and Hygiene	Medicinal Preparation		Herbal	
37000002227	 'Use of Bitterguard in treating Diabetis'	10000000000026	 'Herbal medicine'	Health and Hygiene	Medicinal Preparation		Herbal	Bitter Gourd (Karela)
37000002233	 'Tulsa kashay'	10000000000026	 'Herbal medicine'	Health and Hygiene	Medicinal Preparation		Herbal	Basil (Tulsi)
10000000000069	 'Fodder development'	10000000000027	 'Fodder conservation'	Post Harvest Management	Preservation			Fodder
10000000019133	 'Green Fodder for Whole Year'	10000000000027	 'Fodder conservation'	Feed and Care	Preservation			Green Fodder
10000000019304	 'Benefits of Azola Fodder'	10000000000027	 'Fodder conservation'	Feed and Care		Benefits		Azolla
10000000019280	 'Azola Fodder for increasing milk porduction '	10000000000027	 'Fodder conservation'	Feed and Care	Feeding			Azolla
10000000000051	 'A. I Programme'	10000000000028	 'KK- Artificial Insemmination '	Artificial Insemination				Livestock
10000000000052	 'Low cost cattle feed'	10000000000029	 'Animal care'	Feed and Care				
10000000019132	 'Cattle Selection'	10000000000029	 'Animal care'	Selection				Livestock
37000001305	 'Calf care'	10000000000029	 'Animal care'	Care and Treatment				Livestock
37000001317	 'Kalu bai bene'	10000000000029	 'Animal care'	Care and Treatment				Livestock
37000001323	 'Karmul'	10000000000029	 'Animal care'	Care and Treatment				Livestock
37000001329	 'Clean milk production'	10000000000029	 'Animal care'	Health and Hygiene		Precautions		Milk
37000001335	 'Clean milk production'	10000000000029	 'Animal care'	Health and Hygiene		Precautions		Milk
37000002165	 'Calf care'	10000000000029	 'Animal care'	Care and Treatment				Livestock
10000000019303	 'Goat Selection Criteria'	10000000000029	 'Animal care'	Selection				Goat
10000000019306	 'Lice control by local treatment for Goat'	10000000000029	 'Animal care'	Care and Treatment				Goat
10000000019265	 'Lick Salt Application'	10000000000029	 'Animal care'	Care and Treatment	Application			Livestock
10000000019355	 'Home Made Animal Feed  '	10000000000029	 'Animal care'	Feed and Care	Preparation			
10000000019385	 'Benefits of Mineral Mixture'	10000000000029	 'Animal care'	Feed and Care		Benefits		
40000005083	 'Treatment for tick infestation in cattle'	10000000000029	 'Animal care'	Care and Treatment				Livestock
10000000019522	 'Hathi Ghas Lagana'	10000000000029	 'Animal care'	Seed Sowing				Elephant Grass
10000000019530	 'Pashu Banjhpan Niwaran Evam Chikitsa Sivir'	10000000000029	 'Animal care'	Care and Treatment				Livestock
37000004748	 'Proper usage of fodder'	10000000000029	 'Animal care'	Feed and Care	Usage			Fodder
10000000000055	 'WADI'	10000000000030	 'Tree based farming'	Kitchen Garden	Preparation			Vegetables
10000000000077	 'Cabbage Pest & Disease Management_T.Navatoli_Sadari'	10000000000031	 'Cauliflower Pest & Disease Management'	Plant Protection	Pest and Disease Management			Cabbage (Patta Gobhi)
10000000000078	 'Cauliflower Pest & Disease Management_T.Navatoli_Sadari'	10000000000031	 'Cauliflower Pest & Disease Management'	Plant Protection	Pest and Disease Management			Cauliflower (Phool Gobhi)
10000000000087	 'Pest control in Cabbage'	10000000000031	 'Cauliflower Pest & Disease Management'	Plant Protection	Pest and Disease Management			Cabbage (Patta Gobhi)
10000000019370	 'Cauliflower hormone spray'	10000000000031	 'Cauliflower Pest & Disease Management'	Plant Protection	Pest and Disease Management			Cauliflower (Phool Gobhi)
34000001572	 'Cauliflower Pest Management'	10000000000031	 'Cauliflower Pest & Disease Management'	Plant Protection	Pest and Disease Management			Cauliflower (Phool Gobhi)
10000000000089	 'Preparation of compost from weeds (Grass)'	10000000000033	 'Compost'	Nutrient Management	Compost Preparation			Weed
10000000000212	 'Compost making from grass -turning up_Asantaliya_Jan'2010'	10000000000033	 'Compost'	Nutrient Management	Compost Preparation			Grass
10000000000102	 'Basket compost'	10000000000033	 'Compost'	Nutrient Management	Compost Preparation			
10000000000471	 'Trichoderma milaye Compost ka Upyog '	10000000000033	 'Compost'	Nutrient Management	Compost Treatment		Chemical	
10000000000495	 'Gobar Gas ki Gobar ka Compost Kaise Banaye?'	10000000000033	 'Compost'	Nutrient Management	Compost Preparation			Cow Dung (Gobar)
10000000000504	 'Khet ke Kachre ka Compost banane ka tarika'	10000000000033	 'Compost'	Nutrient Management	Compost Preparation			Farm Waste
10000000019264	 'Vermi Composting method'	10000000000033	 'Compost'	Nutrient Management	Compost Preparation			Vermicompost
37000001338	 'Conversion of field waste into compost'	10000000000033	 'Compost'	Nutrient Management	Compost Preparation			Farm Waste
37000001344	 'FYM protection'	10000000000033	 'Compost'	Nutrient Management	Compost Protection			FYM
37000001347	 'FYM protection'	10000000000033	 'Compost'	Nutrient Management	Compost Protection			FYM
10000000019263	 'Aerobic Composting method'	10000000000033	 'Compost'	Nutrient Management	Compost Preparation			
10000000019368	 'Compost Making'	10000000000033	 'Compost'	Nutrient Management	Compost Preparation			Farm Waste
10000000000494	 'Matka Khaad-As Easy Way of Composting'	10000000000033	 'Compost'	Nutrient Management	Liquid Compost Preparation			
10000000019527	 'Pakka Nadep ka khaad'	10000000000033	 'Compost'	Nutrient Management	Compost Preparation			Nadep
10000000019528	 'Pakka Nadep me Kisaano ka Anubhav'	10000000000033	 'Compost'	Nutrient Management		Experience		Nadep
6000007313	 'Vermi Compost production in FYM pit'	10000000000033	 'Compost'	Nutrient Management	Compost Preparation			Vermicompost
10000000000092	 'Summer Paddy Seed Treatment_Jibilong_mundari'	10000000000035	 'Summer paddy Seed Treatment_jiblong'	Seed Treatment				Paddy
10000000000168	 'Seed Treatment in Pigeon Pea'	10000000000035	 'Summer paddy Seed Treatment_jiblong'	Seed Treatment				Pigeon Pea
10000000000094	 'Lac culture on Ber_Alankel_Sadari'	10000000000036	 'Success story '	Lac Culture				
7000001294	 'Agriculture fair'	10000000000036	 'Success story '	Social		Awareness		
10000000019221	 'Experience Sharing with Progressive Farmer'	10000000000036	 'Success story '	Farming		Experience		
10000000019251	 'Success Story, Groundnut	10000000000036	 'Success story '	Farming				Groundnut
10000000000095	 'INRM'	10000000000036	 'Success story '	Nutrient Management	INM			
10000000019398	 'SUCCESS STORY OF POMGRANATE'	10000000000036	 'Success story '	Farming				Pomegranate
10000000019399	 'SUCCESS STORY OF GRAPE CULTIVATION'	10000000000036	 'Success story '	Farming				Grape
10000000019400	 'SUCCESS STORY OF RICE CULTIVATION'	10000000000036	 'Success story '	Farming				Paddy
10000000019402	 'SUCCESS STORY OF REDGRAM'	10000000000036	 'Success story '	Farming				Red Gram
10000000019403	 'METHOD OF NADEP TANK '	10000000000036	 'Success story '	Nutrient Management	Compost Preparation			Nadep
10000000019411	 'success story of bringal producation'	10000000000036	 'Success story '	Farming				Brinjal
10000000019415	 'Success story of guava producation'	10000000000036	 'Success story '	Farming				Guava
10000000019417	 'success story of lufa silindrica'	10000000000036	 'Success story '	Farming				Sponge Gourd
10000000019419	 'success story of orange'	10000000000036	 'Success story '	Farming				Orange
10000000019420	 'success story of lemon production'	10000000000036	 'Success story '	Farming				Lemon
10000000019421	 'success story of papaya cultivation'	10000000000036	 'Success story '	Farming				Papaya
10000000019422	 'success story of custard apple'	10000000000036	 'Success story '	Farming				Custard Apple
10000000019425	 'Germination test of batali '	10000000000036	 'Success story '	Seed Germination Test				Green Pea
10000000019428	 'Success story of grass'	10000000000036	 'Success story '	Farming				Soybean
10000000019432	 'Success story of Soyabean Bagada'	10000000000036	 'Success story '	Farming				Soybean
10000000019435	 'Success story of Chari'	10000000000036	 'Success story '	Farming				Fodder
10000000019436	 'success story of Jwar'	10000000000036	 'Success story '	Farming				Maize
10000000019445	 'Threshing of maize '	10000000000036	 'Success story '	Post Harvest Management	Threshing			Maize
10000000019446	 'Cultivation of Rayda'	10000000000036	 'Success story '	Farming				Mustard (Rai)
10000000019453	 'Field Preparation with Hero '	10000000000036	 'Success story '	Land Preparation			Mechanical	
10000000019454	 'Cultivation of Guave'	10000000000036	 'Success story '	Farming				Guava
10000000019455	 'Garlic cultivation'	10000000000036	 'Success story '	Farming				Garlic
10000000019456	 'Cultivation of Muli'	10000000000036	 'Success story '	Farming				Radish
10000000019466	 'Drying of Udat Grain'	10000000000036	 'Success story '	Post Harvest Management	Sun Drying			Black Gram (Udad)
10000000019478	 'Success Story of Sugarcane'	10000000000036	 'Success story '	Farming				Sugarcane
10000000019480	 'Success Story of Guava Cultivation'	10000000000036	 'Success story '	Farming				Guava
10000000019481	 'Success Story of Lemon Cultivation'	10000000000036	 'Success story '	Farming				Lemon
10000000019482	 'Success Story of Rajbmul'	10000000000036	 'Success story '	Farming				Babul (Raj bamul)
10000000019483	 'Success Story of Jetropha'	10000000000036	 'Success story '	Farming				Jatropha
10000000019484	 'Success Story of Sarkari Bamul'	10000000000036	 'Success story '	Farming				Babul (Sarkari bamul)
10000000019517	 'Testimonial on Sanjeevak'	10000000000036	 'Success story '	Nutrient Management	Liquid Compost			
34000002960	 'Success story of Potato Cultivation'	10000000000036	 'Success story '	Farming				Potato
10000000000096	 'Staking in Tomato'	10000000000038	 'Staking'	Interculture	Staking			Tomato
10000000000360	 'Staking In Mango_Lauria_Sept'09'	10000000000038	 'Staking'	Interculture	Staking			Mango
10000000000274	 'Extraction of liquid material (Handi Kath)'	10000000000039	 'Handi Ausadh'	Nutrient Management	Liquid Compost Preparation			
10000000000280	 'Handi Ausadh'	10000000000039	 'Handi Ausadh'	Nutrient Management	Liquid Compost Preparation			
10000000000344	 'Preperation of handi ausadh'	10000000000039	 'Handi Ausadh'	Nutrient Management	Liquid Compost Preparation			
10000000000368	 'Preparation of Hnadi ausadh_Subansai_Oriya_June'2010'	10000000000039	 'Handi Ausadh'	Nutrient Management	Liquid Compost Preparation			
10000000000071	 'Forest tree pruning'	10000000000042	 'KK - Forest tree pruning '	Interculture	Lopping			
10000000000099	 'Jowar seed treatment '	10000000000045	 'KK - Jowar seed treatment'	Seed Treatment				Jowar
10000000000075	 'Jowar seed treatment '	10000000000045	 'KK - Jowar seed treatment'	Seed Treatment				Jowar
10000000000072	 'Dung slurry application'	10000000000046	 'KK - Dungslurry application'	Plant Protection	Liquid Compost Application		Biological	Cow Dung (Gobar)
10000000019305	 'Plant protection by dung slurry spray'	10000000000046	 'KK - Dungslurry application'	Plant Protection	Liquid Compost Application		Biological	Cow Dung (Gobar)
10000000000070	 'Flori culture '	10000000000047	 'KK - Floriculture'	Floriculture				
37000001320	 'Kanakamar floriculture'	10000000000047	 'KK - Floriculture'	Floriculture				Kanakamar
37000001332	 'Sugandhi Floriculture'	10000000000047	 'KK - Floriculture'	Floriculture				Sugandhi
10000000000054	 'Azolla'	10000000000048	 'KK - Azolla as cattle feed'	Feed and Care				Azolla
37000001314	 'Kitchen garden'	10000000000048	 'KK - Azolla as cattle feed'	Kitchen Garden	Preparation			Vegetables
10000000000286	 'Farm pond'	10000000000049	 'KK - Farm pond'	Water Conservation				Pond
10000000019136	 'Farm pond uses'	10000000000049	 'KK - Farm pond'	Water Conservation				Pond
10000000000097	 'Farm pond'	10000000000049	 'KK - Farm pond'	Water Conservation				Pond
37000001341	 'Farm pond'	10000000000049	 'KK - Farm pond'	Water Conservation				Pond
10000000000065	 'Organic urea'	10000000000050	 'KK - Organic urea'	Nutrient Management	INM			
10000000000216	 'Agriculture in Wadi_lauria_ho_Oct'2010'	10000000000051	 'KK - Wadi'	Kitchen Garden	Preparation			Vegetables
10000000000327	 'Pit digging in Wadi'	10000000000051	 'KK - Wadi'	Kitchen Garden	Pit Digging			Vegetables
10000000000273	 'Pit digging (WADI)'	10000000000051	 'KK - Wadi'	Kitchen Garden	Pit Digging			Vegetables
10000000019142	 'Stone basen in mango plants '	10000000000051	 'KK - Wadi'	Water Conservation				Mango
10000000019145	 'Application of vermicompost to Horticulture plants '	10000000000051	 'KK - Wadi'	Nutrient Management	Application		Biological	
10000000019143	 'Live hedge fencing in WADI'	10000000000051	 'KK - Wadi'	Plant Protection			Physical (Fencing)	Vegetables
37000002254	 'After care Mango plants'	10000000000051	 'KK - Wadi'	Interculture				Mango
10000000019380	 'Pit digging'	10000000000051	 'KK - Wadi'	Kitchen Garden	Pit Digging			
10000000019207	 'Mulching'	10000000000051	 'KK - Wadi'	Interculture	Mulching			
10000000019299	 'Rope making from grass'	10000000000052	 'Livelihood activities'	Livelihood Activity				Handicraft
10000000019573	 'Making  bamboo basket'	10000000000052	 'Livelihood activities'	Livelihood Activity				Handicraft
10000000019362	 'Prepration of Stop Dam'	10000000000053	 'water conservation'	Water Conservation	Preparation			Stop Dam
10000000000112	 'Soil testing '	10000000000054	 'KK- Soil testing'	Soil Sampling				
10000000000120	 'Paddy_disease management'	10000000000057	 'Application of pesticide & fungicide in Paddy'	Plant Protection	Pest and Disease Management			Paddy
10000000000476	 'Rasayanic Dawaon ke Chidkaaw me Sawdhani'	10000000000059	 'Application of insecticide & Fungicide'	Plant Protection	Pesticide Application	Precautions	Chemical	
10000000019109	 'Kitnashak ke Upyog ka Surakshit Tarika'	10000000000059	 'Application of insecticide & Fungicide'	Plant Protection	Pesticide Application	Precautions	Chemical	
10000000019196	 'Use of Safe Agro-Chemicals in Crop Production'	10000000000059	 'Application of insecticide & Fungicide'	Plant Protection	Pesticide Application	Precautions	Chemical	
10000000019100	 'Application of Belastra'	10000000000059	 'Application of insecticide & Fungicide'	Plant Protection	Pesticide Application			
10000000019110	 'Chemical Control of Girdle Beetle in Soybean'	10000000000059	 'Application of insecticide & Fungicide'	Plant Protection	Pest and Disease Management		Chemical	Soybean
10000000019450	 'Use of Forate'	10000000000059	 'Application of insecticide & Fungicide'	Plant Protection	Pesticide Application			
10000000019451	 'Use of Zipsum'	10000000000059	 'Application of insecticide & Fungicide'	Nutrient Management	Application		Chemical	
10000000019458	 'Application of Potash'	10000000000059	 'Application of insecticide & Fungicide'	Nutrient Management	Fertilizer Application		Chemical	
10000000019461	 'Application of Superfosfet'	10000000000059	 'Application of insecticide & Fungicide'	Nutrient Management	Application		Chemical	
10000000000121	 'clustermeeting'	10000000000060	 'Cluster meeting'	Group Activity	Cluster Meeting			
10000000000328	 'Cluster meeting'	10000000000060	 'Cluster meeting'	Group Activity	Cluster Meeting			
10000000000199	 'POP of Cabbage Cultivation'	10000000000062	 'Cabbage nursary prepration'	Farming				Cabbage (Patta Gobhi)
10000000000123	 'Cabbage nursey_mundari'	10000000000062	 'Cabbage nursary prepration'	Nursery Bed Preparation and Seed Sowing				Cabbage (Patta Gobhi)
10000000000515	 'Cabbage seedling production(Mushakhori)'	10000000000062	 'Cabbage nursary prepration'	Nursery Bed Preparation and Seed Sowing				Cabbage (Patta Gobhi)
10000000000124	 'cauliflower nursery_mundari'	10000000000063	 'cauliflower nursery prepration'	Nursery Bed Preparation and Seed Sowing				Cauliflower (Phool Gobhi)
10000000019282	 'Phula Kobi ra Talli Ghera Prastuti'	10000000000063	 'cauliflower nursery prepration'	Nursery Bed Preparation and Seed Sowing				Cauliflower (Phool Gobhi)
10000000019318	 'Cauliflower Nursery Bed'	10000000000063	 'cauliflower nursery prepration'	Nursery Bed Preparation and Seed Sowing				Cauliflower (Phool Gobhi)
10000000019314	 'Raised bed nursery for Cauliflower'	10000000000063	 'cauliflower nursery prepration'	Nursery Bed Preparation and Seed Sowing				Cauliflower (Phool Gobhi)
10000000000125	 'cabbage_tansplantation'	10000000000064	 'cabbage transplantation'	Transplantation				Cabbage (Patta Gobhi)
10000000000199	 'POP of Cabbage Cultivation'	10000000000064	 'cabbage transplantation'	Farming				Cabbage (Patta Gobhi)
10000000019208	 'Cabbage Transplanting'	10000000000064	 'cabbage transplantation'	Transplantation				Cabbage (Patta Gobhi)
10000000000126	 'Marigold farmer experience sharing_mundari_lohajimi '	10000000000065	 'Marigold farmer'	Farming		Experience		Marigold
10000000000198	 'Potato Earthing up'	10000000000066	 'Method & practices of potato sowing'	Interculture	Earthing-up			Potato
10000000000127	 'Tomato staking_mundari_urmi '	10000000000067	 'Tomato_staking '	Interculture	Staking			Tomato
10000000000345	 'Staking in Tomato '	10000000000067	 'Tomato_staking '	Interculture	Staking			Tomato
10000000000128	 'SRI Transplanting '	10000000000068	 'SRI transplantation'	Transplantation				Paddy (SRI)
10000000000433	 'Rice Transplanting in SRI Method'	10000000000068	 'SRI transplantation'	Transplantation				Paddy (SRI)
10000000000422	 'Paddy Seedling Transplantion'	10000000000068	 'SRI transplantation'	Transplantation				Paddy
10000000000129	 'Horticulture_Mango orchard '	10000000000069	 'Growing mango orchard '	Orchard	Management			Mango
10000000000130	 'Paddy_intercultural '	10000000000070	 'Application of fertilizer and weeding by conoweeder '	Nutrient Management	Weeding and Fertilizer Application			Paddy
10000000000132	 'Group meeting and Bank Linkage_ho_Sardiha_Jan'2010'	10000000000071	 'Group meeting and bank linkage'	Group Activity	Bank Linkage			SHG
10000000019383	 'Seedling growing of pumpkin '	10000000000072	 'Pumpkin cultivation'	Seed Sowing				Pumpkin
10000000019565	 'Seedling Growing of pumpkin in Polythene'	10000000000072	 'Pumpkin cultivation'	Seed Sowing				Pumpkin
10000000019259	 'Fertilizer application in cowpea'	10000000000074	 'Fertilizer application in pea'	Nutrient Management	Fertilizer Application			Cow Pea
